Group Starts,Sum - Volume (Lynden/Aldergrove North Trucks),Sum - Volume (Lynden/Aldergrove South Trucks),Sum - Volume (Pacific Highway North Trucks),Sum - Volume (Pacific Highway South Trucks),Sum - Volume (Sumas/Huntingdon North Trucks)
2019-07-01 00:00:00,112.0,86.0,828.0,1383.0,234.0
2019-07-02 00:00:00,167.0,221.0,1160.0,1835.0,420.0
2019-07-03 00:00:00,228.0,258.0,1486.0,1701.0,492.0
2019-07-04 00:00:00,88.0,108.0,914.0,1390.0,278.0
2019-07-05 00:00:00,135.0,185.0,1084.0,1719.0,360.0
2019-07-06 00:00:00,68.0,121.0,656.0,1423.0,134.0
2019-07-07 00:00:00,45.0,139.0,481.0,1075.0,84.0
2019-07-08 00:00:00,221.0,204.0,1058.0,1869.0,422.0
2019-07-09 00:00:00,219.0,185.0,1187.0,1872.0,482.0
2019-07-10 00:00:00,198.0,173.0,1352.0,1779.0,462.0
2019-07-11 00:00:00,190.0,257.0,1323.0,1624.0,458.0
2019-07-12 00:00:00,199.0,239.0,1343.0,1751.0,453.0
2019-07-13 00:00:00,50.0,100.0,775.0,1316.0,182.0
2019-07-14 00:00:00,66.0,103.0,520.0,1168.0,96.0
2019-07-15 00:00:00,199.0,205.0,1031.0,1770.0,422.0
2019-07-16 00:00:00,210.0,201.0,1170.0,1879.0,505.0
2019-07-17 00:00:00,200.0,179.0,1370.0,1757.0,486.0
2019-07-18 00:00:00,223.0,223.0,1286.0,1772.0,485.0
2019-07-19 00:00:00,212.0,265.0,1208.0,1836.0,462.0
2019-07-20 00:00:00,79.0,105.0,716.0,1226.0,174.0
2019-07-21 00:00:00,90.0,143.0,559.0,1263.0,107.0
2019-07-22 00:00:00,212.0,229.0,1107.0,1754.0,427.0
2019-07-23 00:00:00,193.0,206.0,1212.0,1825.0,436.0
2019-07-24 00:00:00,219.0,176.0,1009.0,1821.0,463.0
2019-07-25 00:00:00,214.0,0.0,1271.0,1509.0,472.0
2019-07-26 00:00:00,193.0,144.0,1259.0,1773.0,455.0
2019-07-27 00:00:00,72.0,93.0,779.0,1305.0,179.0
2019-07-28 00:00:00,68.0,108.0,504.0,1301.0,94.0
2019-07-29 00:00:00,173.0,179.0,999.0,1865.0,391.0
2019-07-30 00:00:00,200.0,238.0,1173.0,1735.0,484.0
2019-07-31 00:00:00,182.0,270.0,1288.0,1629.0,450.0
2019-08-01 00:00:00,183.0,254.0,1247.0,1703.0,449.0
2019-08-02 00:00:00,177.0,321.0,1239.0,1644.0,425.0
2019-08-03 00:00:00,53.0,122.0,722.0,1002.0,137.0
2019-08-04 00:00:00,58.0,101.0,457.0,1087.0,79.0
2019-08-05 00:00:00,139.0,128.0,778.0,1408.0,259.0
2019-08-06 00:00:00,198.0,284.0,1055.0,1006.0,423.0
2019-08-07 00:00:00,205.0,204.0,1273.0,1797.0,470.0
2019-08-08 00:00:00,201.0,240.0,1258.0,1825.0,453.0
2019-08-09 00:00:00,181.0,247.0,1279.0,1669.0,480.0
2019-08-10 00:00:00,112.0,105.0,731.0,1185.0,167.0
2019-08-11 00:00:00,51.0,128.0,519.0,1135.0,77.0
2019-08-12 00:00:00,201.0,285.0,1037.0,1475.0,422.0
2019-08-13 00:00:00,194.0,186.0,1152.0,1011.0,452.0
2019-08-14 00:00:00,201.0,240.0,1308.0,1730.0,421.0
2019-08-15 00:00:00,168.0,210.0,1280.0,1630.0,440.0
2019-08-16 00:00:00,177.0,243.0,1212.0,1901.0,440.0
2019-08-17 00:00:00,63.0,115.0,711.0,1110.0,131.0
2019-08-18 00:00:00,49.0,113.0,481.0,1161.0,95.0
2019-08-19 00:00:00,172.0,227.0,1020.0,1759.0,408.0
2019-08-20 00:00:00,181.0,254.0,1166.0,1519.0,431.0
2019-08-21 00:00:00,187.0,223.0,1319.0,1613.0,448.0
2019-08-22 00:00:00,181.0,247.0,1295.0,1774.0,422.0
2019-08-23 00:00:00,151.0,292.0,1159.0,1401.0,426.0
2019-08-24 00:00:00,81.0,96.0,727.0,1015.0,150.0
2019-08-25 00:00:00,79.0,131.0,489.0,1187.0,111.0
2019-08-26 00:00:00,153.0,263.0,1046.0,1845.0,390.0
2019-08-27 00:00:00,185.0,128.0,1169.0,1663.0,420.0
2019-08-28 00:00:00,176.0,201.0,1368.0,1704.0,447.0
2019-08-29 00:00:00,175.0,211.0,1252.0,1816.0,443.0
2019-08-30 00:00:00,166.0,248.0,1304.0,1645.0,413.0
2019-08-31 00:00:00,60.0,75.0,727.0,1050.0,139.0
2019-09-01 00:00:00,27.0,68.0,455.0,1111.0,68.0
2019-09-02 00:00:00,42.0,95.0,432.0,1301.0,102.0
2019-09-03 00:00:00,161.0,231.0,1057.0,1655.0,359.0
2019-09-04 00:00:00,167.0,131.0,1229.0,1067.0,425.0
2019-09-05 00:00:00,175.0,212.0,1242.0,1729.0,434.0
2019-09-06 00:00:00,190.0,236.0,1249.0,1707.0,445.0
2019-09-07 00:00:00,55.0,83.0,768.0,1168.0,133.0
2019-09-08 00:00:00,31.0,73.0,508.0,1201.0,72.0
2019-09-09 00:00:00,138.0,199.0,1057.0,1682.0,389.0
2019-09-10 00:00:00,159.0,213.0,1180.0,1755.0,442.0
2019-09-11 00:00:00,188.0,122.0,1295.0,1676.0,466.0
2019-09-12 00:00:00,171.0,188.0,1204.0,1740.0,460.0
2019-09-13 00:00:00,179.0,220.0,1226.0,1661.0,449.0
2019-09-14 00:00:00,33.0,68.0,723.0,1189.0,138.0
2019-09-15 00:00:00,35.0,74.0,517.0,1232.0,71.0
2019-09-16 00:00:00,165.0,224.0,1027.0,1226.0,393.0
2019-09-17 00:00:00,173.0,274.0,1140.0,1548.0,412.0
2019-09-18 00:00:00,183.0,193.0,1239.0,1702.0,449.0
2019-09-19 00:00:00,159.0,201.0,1215.0,1759.0,414.0
2019-09-20 00:00:00,186.0,120.0,1311.0,920.0,414.0
2019-09-21 00:00:00,58.0,104.0,695.0,1195.0,127.0
2019-09-22 00:00:00,36.0,83.0,495.0,1156.0,76.0
2019-09-23 00:00:00,168.0,204.0,904.0,1654.0,397.0
2019-09-24 00:00:00,188.0,262.0,1148.0,1619.0,410.0
2019-09-25 00:00:00,184.0,194.0,1188.0,1659.0,407.0
2019-09-26 00:00:00,170.0,193.0,1167.0,1605.0,389.0
2019-09-27 00:00:00,198.0,268.0,1203.0,1649.0,403.0
2019-09-28 00:00:00,57.0,113.0,722.0,1205.0,148.0
2019-09-29 00:00:00,60.0,115.0,501.0,1058.0,86.0
2019-09-30 00:00:00,166.0,217.0,1018.0,1691.0,388.0
2019-10-01 00:00:00,168.0,237.0,1066.0,1411.0,384.0
2019-10-02 00:00:00,204.0,217.0,1273.0,1596.0,440.0
2019-10-03 00:00:00,180.0,194.0,1117.0,1674.0,407.0
2019-10-04 00:00:00,163.0,203.0,1149.0,1628.0,460.0
2019-10-05 00:00:00,63.0,91.0,693.0,1175.0,113.0
2019-10-06 00:00:00,31.0,67.0,493.0,1149.0,73.0
2019-10-07 00:00:00,172.0,259.0,977.0,1425.0,383.0
2019-10-08 00:00:00,169.0,259.0,1153.0,1628.0,394.0
2019-10-09 00:00:00,200.0,224.0,1287.0,1528.0,400.0
2019-10-10 00:00:00,170.0,270.0,1237.0,1522.0,396.0
2019-10-11 00:00:00,179.0,265.0,1218.0,1677.0,385.0
2019-10-12 00:00:00,46.0,95.0,648.0,1161.0,130.0
2019-10-13 00:00:00,8.0,80.0,209.0,1105.0,24.0
2019-10-14 00:00:00,21.0,,236.0,,35.0
2019-10-15 00:00:00,163.0,228.0,692.0,849.0,271.0
2019-10-16 00:00:00,188.0,254.0,1273.0,1531.0,387.0
2019-10-17 00:00:00,187.0,247.0,1203.0,1478.0,410.0
2019-10-18 00:00:00,158.0,244.0,1170.0,1334.0,361.0
2019-10-19 00:00:00,64.0,97.0,714.0,1135.0,105.0
2019-10-20 00:00:00,6.0,64.0,215.0,1097.0,12.0
2019-10-21 00:00:00,149.0,240.0,561.0,1579.0,276.0
2019-10-22 00:00:00,168.0,289.0,,1539.0,411.0
2019-10-23 00:00:00,209.0,273.0,,1473.0,449.0
2019-10-24 00:00:00,179.0,261.0,,1584.0,438.0
2019-10-25 00:00:00,169.0,167.0,,1494.0,396.0
2019-10-26 00:00:00,47.0,98.0,,1125.0,120.0
2019-10-27 00:00:00,31.0,79.0,,1057.0,94.0
2019-10-28 00:00:00,164.0,212.0,756.0,1735.0,354.0
2019-10-29 00:00:00,198.0,259.0,1078.0,1710.0,420.0
2019-10-30 00:00:00,187.0,188.0,1184.0,1667.0,445.0
2019-10-31 00:00:00,173.0,190.0,1142.0,1692.0,419.0
2019-11-01 00:00:00,174.0,193.0,1196.0,1703.0,414.0
2019-11-02 00:00:00,46.0,94.0,699.0,1271.0,108.0
2019-11-03 00:00:00,32.0,69.0,477.0,1176.0,67.0
2019-11-04 00:00:00,140.0,191.0,995.0,1648.0,401.0
2019-11-05 00:00:00,170.0,271.0,1133.0,1612.0,444.0
2019-11-06 00:00:00,192.0,194.0,1280.0,1750.0,406.0
2019-11-07 00:00:00,185.0,212.0,1230.0,1676.0,413.0
2019-11-08 00:00:00,164.0,237.0,1219.0,1537.0,387.0
2019-11-09 00:00:00,38.0,43.0,672.0,1256.0,104.0
2019-11-10 00:00:00,17.0,45.0,476.0,1169.0,59.0
2019-11-11 00:00:00,96.0,100.0,710.0,1250.0,172.0
2019-11-12 00:00:00,153.0,220.0,1147.0,1578.0,433.0
2019-11-13 00:00:00,181.0,218.0,1283.0,1629.0,436.0
2019-11-14 00:00:00,165.0,212.0,1188.0,1574.0,442.0
2019-11-15 00:00:00,166.0,166.0,1209.0,1635.0,411.0
2019-11-16 00:00:00,39.0,23.0,624.0,1227.0,101.0
2019-11-17 00:00:00,22.0,40.0,509.0,1059.0,74.0
2019-11-18 00:00:00,164.0,180.0,1002.0,1616.0,396.0
2019-11-19 00:00:00,184.0,217.0,1087.0,1697.0,431.0
2019-11-20 00:00:00,187.0,238.0,1286.0,1643.0,459.0
2019-11-21 00:00:00,183.0,221.0,1234.0,1719.0,465.0
2019-11-22 00:00:00,181.0,203.0,1216.0,1731.0,423.0
2019-11-23 00:00:00,41.0,83.0,776.0,1184.0,123.0
2019-11-24 00:00:00,21.0,57.0,505.0,1139.0,86.0
2019-11-25 00:00:00,180.0,202.0,1058.0,1565.0,389.0
2019-11-26 00:00:00,171.0,207.0,1208.0,1737.0,425.0
2019-11-27 00:00:00,227.0,197.0,1259.0,1707.0,486.0
2019-11-28 00:00:00,98.0,74.0,859.0,1219.0,176.0
2019-11-29 00:00:00,77.0,108.0,807.0,1365.0,277.0
2019-11-30 00:00:00,39.0,64.0,470.0,1282.0,98.0
2019-12-01 00:00:00,21.0,44.0,323.0,1028.0,48.0
2019-12-02 00:00:00,155.0,159.0,1009.0,1672.0,399.0
2019-12-03 00:00:00,175.0,222.0,1149.0,1564.0,431.0
2019-12-04 00:00:00,167.0,206.0,1225.0,1388.0,447.0
2019-12-05 00:00:00,165.0,195.0,1250.0,1552.0,403.0
2019-12-06 00:00:00,172.0,181.0,1257.0,1721.0,391.0
2019-12-07 00:00:00,28.0,60.0,683.0,1202.0,84.0
2019-12-08 00:00:00,21.0,42.0,484.0,1152.0,58.0
2019-12-09 00:00:00,171.0,171.0,992.0,1618.0,447.0
2019-12-10 00:00:00,176.0,226.0,1142.0,1555.0,424.0
2019-12-11 00:00:00,192.0,215.0,1285.0,1524.0,436.0
2019-12-12 00:00:00,191.0,157.0,1273.0,1575.0,398.0
2019-12-13 00:00:00,166.0,176.0,1228.0,1575.0,390.0
2019-12-14 00:00:00,49.0,78.0,777.0,1232.0,118.0
2019-12-15 00:00:00,29.0,44.0,517.0,1150.0,70.0
2019-12-16 00:00:00,160.0,232.0,1001.0,1402.0,395.0
2019-12-17 00:00:00,182.0,217.0,1139.0,1588.0,372.0
2019-12-18 00:00:00,163.0,176.0,1248.0,1780.0,415.0
2019-12-19 00:00:00,176.0,165.0,1184.0,1611.0,363.0
2019-12-20 00:00:00,163.0,155.0,1245.0,1634.0,357.0
2019-12-21 00:00:00,47.0,81.0,679.0,1229.0,123.0
2019-12-22 00:00:00,22.0,31.0,511.0,1014.0,60.0
2019-12-23 00:00:00,162.0,166.0,988.0,1557.0,378.0
2019-12-24 00:00:00,53.0,71.0,689.0,1086.0,208.0
2019-12-25 00:00:00,7.0,12.0,316.0,564.0,42.0
2019-12-26 00:00:00,49.0,79.0,477.0,1095.0,121.0
2019-12-27 00:00:00,107.0,166.0,807.0,1317.0,234.0
2019-12-28 00:00:00,40.0,70.0,542.0,974.0,90.0
2019-12-29 00:00:00,27.0,56.0,435.0,892.0,44.0
2019-12-30 00:00:00,139.0,144.0,920.0,1351.0,259.0
2019-12-31 00:00:00,89.0,89.0,769.0,1154.0,260.0
2020-01-01 00:00:00,16.0,39.0,380.0,861.0,49.0
2020-01-02 00:00:00,105.0,145.0,895.0,1393.0,312.0
2020-01-03 00:00:00,144.0,151.0,994.0,1670.0,274.0
2020-01-04 00:00:00,33.0,63.0,573.0,1484.0,96.0
2020-01-05 00:00:00,22.0,52.0,456.0,1167.0,52.0
2020-01-06 00:00:00,151.0,184.0,942.0,1496.0,372.0
2020-01-07 00:00:00,169.0,224.0,1064.0,1475.0,345.0
2020-01-08 00:00:00,169.0,184.0,1189.0,1476.0,387.0
2020-01-09 00:00:00,177.0,190.0,1193.0,1432.0,395.0
2020-01-10 00:00:00,155.0,88.0,1076.0,1469.0,410.0
2020-01-11 00:00:00,29.0,71.0,689.0,1117.0,102.0
2020-01-12 00:00:00,51.0,30.0,485.0,952.0,72.0
2020-01-13 00:00:00,,111.0,939.0,1458.0,236.0
2020-01-14 00:00:00,,150.0,934.0,1329.0,266.0
2020-01-15 00:00:00,1.0,76.0,824.0,639.0,218.0
2020-01-16 00:00:00,112.0,125.0,1089.0,1480.0,371.0
2020-01-17 00:00:00,222.0,136.0,1094.0,1610.0,390.0
2020-01-18 00:00:00,216.0,65.0,720.0,1084.0,138.0
2020-01-19 00:00:00,66.0,54.0,525.0,1024.0,66.0
2020-01-20 00:00:00,226.0,213.0,991.0,1517.0,388.0
2020-01-21 00:00:00,190.0,229.0,1159.0,1652.0,418.0
2020-01-22 00:00:00,157.0,175.0,1199.0,1705.0,394.0
2020-01-23 00:00:00,168.0,202.0,1207.0,1470.0,435.0
2020-01-24 00:00:00,157.0,162.0,1211.0,1620.0,447.0
2020-01-25 00:00:00,41.0,84.0,714.0,1261.0,143.0
2020-01-26 00:00:00,21.0,56.0,492.0,1105.0,64.0
2020-01-27 00:00:00,166.0,198.0,1004.0,1586.0,392.0
2020-01-28 00:00:00,177.0,121.0,1107.0,1042.0,447.0
2020-01-29 00:00:00,170.0,207.0,1185.0,1465.0,409.0
2020-01-30 00:00:00,176.0,185.0,1128.0,1647.0,410.0
2020-01-31 00:00:00,148.0,149.0,1193.0,1616.0,442.0
2020-02-01 00:00:00,49.0,79.0,675.0,1124.0,33.0
2020-02-02 00:00:00,47.0,74.0,520.0,1196.0,4.0
2020-02-03 00:00:00,226.0,278.0,1044.0,1709.0,139.0
2020-02-04 00:00:00,161.0,166.0,1059.0,1605.0,406.0
2020-02-05 00:00:00,179.0,94.0,1135.0,1584.0,346.0
2020-02-06 00:00:00,197.0,94.0,1138.0,1603.0,399.0
2020-02-07 00:00:00,159.0,117.0,1206.0,1639.0,401.0
2020-02-08 00:00:00,50.0,75.0,668.0,1135.0,122.0
2020-02-09 00:00:00,29.0,55.0,481.0,1168.0,53.0
2020-02-10 00:00:00,178.0,224.0,985.0,1440.0,360.0
2020-02-11 00:00:00,183.0,246.0,1109.0,1542.0,398.0
2020-02-12 00:00:00,192.0,222.0,1232.0,1664.0,432.0
2020-02-13 00:00:00,178.0,181.0,1279.0,1669.0,422.0
2020-02-14 00:00:00,183.0,221.0,1211.0,1629.0,400.0
2020-02-15 00:00:00,46.0,81.0,706.0,1400.0,126.0
2020-02-16 00:00:00,19.0,56.0,483.0,1025.0,72.0
2020-02-17 00:00:00,94.0,102.0,750.0,1231.0,211.0
2020-02-18 00:00:00,170.0,253.0,1157.0,1473.0,377.0
2020-02-19 00:00:00,200.0,208.0,1259.0,1794.0,413.0
2020-02-20 00:00:00,178.0,181.0,1247.0,1656.0,454.0
2020-02-21 00:00:00,173.0,176.0,1199.0,1593.0,472.0
2020-02-22 00:00:00,44.0,50.0,709.0,1222.0,140.0
2020-02-23 00:00:00,24.0,31.0,489.0,1133.0,67.0
2020-02-24 00:00:00,146.0,120.0,992.0,1500.0,370.0
2020-02-25 00:00:00,182.0,126.0,1090.0,1542.0,457.0
2020-02-26 00:00:00,185.0,176.0,1207.0,1737.0,467.0
2020-02-27 00:00:00,202.0,206.0,1245.0,1634.0,485.0
2020-02-28 00:00:00,190.0,183.0,1185.0,1752.0,455.0
2020-02-29 00:00:00,54.0,62.0,703.0,1244.0,141.0
2020-03-01 00:00:00,33.0,49.0,507.0,1115.0,68.0
2020-03-02 00:00:00,151.0,216.0,956.0,1462.0,453.0
2020-03-03 00:00:00,194.0,242.0,1144.0,1392.0,429.0
2020-03-04 00:00:00,175.0,240.0,1130.0,1302.0,454.0
2020-03-05 00:00:00,189.0,171.0,1230.0,1547.0,477.0
2020-03-06 00:00:00,167.0,139.0,1208.0,1049.0,450.0
2020-03-07 00:00:00,53.0,66.0,692.0,1114.0,141.0
2020-03-08 00:00:00,33.0,63.0,521.0,1180.0,65.0
2020-03-09 00:00:00,181.0,184.0,1065.0,1639.0,451.0
2020-03-10 00:00:00,200.0,274.0,1127.0,1332.0,426.0
2020-03-11 00:00:00,195.0,192.0,1237.0,1665.0,446.0
2020-03-12 00:00:00,178.0,231.0,1191.0,1519.0,485.0
2020-03-13 00:00:00,94.0,235.0,1194.0,1525.0,411.0
2020-03-14 00:00:00,0.0,50.0,,1077.0,128.0
2020-03-15 00:00:00,,51.0,,1020.0,80.0
2020-03-16 00:00:00,,288.0,605.0,948.0,417.0
2020-03-17 00:00:00,,349.0,973.0,999.0,431.0
2020-03-18 00:00:00,,235.0,1149.0,1351.0,463.0
2020-03-19 00:00:00,,168.0,1087.0,1384.0,470.0
2020-03-20 00:00:00,57.0,206.0,1130.0,1388.0,452.0
2020-03-21 00:00:00,59.0,59.0,734.0,831.0,98.0
2020-03-22 00:00:00,26.0,46.0,530.0,859.0,72.0
2020-03-23 00:00:00,157.0,225.0,1004.0,1204.0,398.0
2020-03-24 00:00:00,175.0,200.0,1006.0,1268.0,395.0
2020-03-25 00:00:00,169.0,189.0,1067.0,1136.0,432.0
2020-03-26 00:00:00,143.0,133.0,1099.0,1249.0,419.0
2020-03-27 00:00:00,148.0,99.0,1035.0,802.0,408.0
2020-03-28 00:00:00,41.0,10.0,566.0,83.0,93.0
2020-03-29 00:00:00,32.0,34.0,393.0,727.0,69.0
2020-03-30 00:00:00,132.0,120.0,833.0,1249.0,404.0
2020-03-31 00:00:00,141.0,141.0,927.0,1275.0,351.0
